title,content,description,language,source,published_at,url,keyword
Erdogan announces new economic reform package,Market analysts predict continued volatility in the coming weeks...,Market analysts predict continued volatility in the coming weeks......,tr,Anadolu Agency,2025-06-16 23:36:36.833391,https://example.com/article_286,sample
Turkish tourism industry bounces back strongly,The government's new economic strategy aims to boost growth and stability...,Economic indicators show mixed signals for Turkish market outlook......,tr,Reuters,2025-06-24 21:16:36.833391,https://example.com/article_287,sample
Turkish lira strengthens against dollar after policy announcement,International investors are closely watching Turkish economic developments...,The government's new economic strategy aims to boost growth and stability......,tr,CNN,2025-06-16 05:28:36.833391,https://example.com/article_288,sample
Turkish exports reach all-time high in quarterly results,Policy makers are considering various options to stabilize the economy...,Market analysts predict continued volatility in the coming weeks......,tr,BBC,2025-06-08 11:25:36.833391,https://example.com/article_289,sample
Central bank governor signals potential rate cuts ahead,Market analysts predict continued volatility in the coming weeks...,The government's new economic strategy aims to boost growth and stability......,tr,Hurriyet,2025-05-31 09:17:36.833391,https://example.com/article_290,sample
Central bank governor signals potential rate cuts ahead,Policy makers are considering various options to stabilize the economy...,International investors are closely watching Turkish economic developments......,en,Anadolu Agency,2025-06-17 21:11:36.833391,https://example.com/article_291,sample
Turkish banks report strong quarterly earnings,Market analysts predict continued volatility in the coming weeks...,Economic indicators show mixed signals for Turkish market outlook......,en,Bloomberg,2025-06-22 21:14:36.833391,https://example.com/article_292,sample
Inflation concerns grow as food prices surge in Turkey,Economic indicators show mixed signals for Turkish market outlook...,Economic indicators show mixed signals for Turkish market outlook......,en,CNN,2025-06-22 01:50:36.833391,https://example.com/article_293,sample
Currency volatility increases amid political uncertainty,International investors are closely watching Turkish economic developments...,Market analysts predict continued volatility in the coming weeks......,tr,Reuters,2025-06-08 16:46:36.833391,https://example.com/article_294,sample
Erdogan announces new economic reform package,Policy makers are considering various options to stabilize the economy...,Economic indicators show mixed signals for Turkish market outlook......,en,Anadolu Agency,2025-05-29 06:27:36.833391,https://example.com/article_295,sample
Turkish banks report strong quarterly earnings,Market analysts predict continued volatility in the coming weeks...,Policy makers are considering various options to stabilize the economy......,tr,Haberturk,2025-06-18 12:00:36.833391,https://example.com/article_296,sample
Turkish manufacturing sector expands for third consecutive month,The government's new economic strategy aims to boost growth and stability...,International investors are closely watching Turkish economic developments......,tr,Anadolu Agency,2025-06-14 14:13:36.833391,https://example.com/article_297,sample
Turkish exports reach all-time high in quarterly results,The government's new economic strategy aims to boost growth and stability...,International investors are closely watching Turkish economic developments......,en,Bloomberg,2025-06-09 05:40:36.833391,https://example.com/article_298,sample
Turkish Central Bank raises interest rates to combat inflation,Policy makers are considering various options to stabilize the economy...,Economic indicators show mixed signals for Turkish market outlook......,tr,CNN,2025-06-20 22:15:36.833391,https://example.com/article_299,sample
Geopolitical tensions affect Turkish financial markets,Policy makers are considering various options to stabilize the economy...,International investors are closely watching Turkish economic developments......,en,Reuters,2025-05-27 17:06:36.833391,https://example.com/article_300,sample
Turkish manufacturing sector expands for third consecutive month,The government's new economic strategy aims to boost growth and stability...,Economic indicators show mixed signals for Turkish market outlook......,en,Bloomberg,2025-06-04 17:54:36.833391,https://example.com/article_301,sample
Central bank governor signals potential rate cuts ahead,The government's new economic strategy aims to boost growth and stability...,International investors are closely watching Turkish economic developments......,en,Bloomberg,2025-06-23 07:45:36.833391,https://example.com/article_302,sample
Turkish banks report strong quarterly earnings,The government's new economic strategy aims to boost growth and stability...,International investors are closely watching Turkish economic developments......,tr,Haberturk,2025-06-27 01:56:36.833391,https://example.com/article_303,sample
Turkish manufacturing sector expands for third consecutive month,Economic indicators show mixed signals for Turkish market outlook...,Market analysts predict continued volatility in the coming weeks......,en,Anadolu Agency,2025-06-23 13:17:36.833391,https://example.com/article_304,sample
Turkish manufacturing sector expands for third consecutive month,Policy makers are considering various options to stabilize the economy...,Market analysts predict continued volatility in the coming weeks......,tr,CNN,2025-06-16 03:20:36.833391,https://example.com/article_305,sample
Government announces infrastructure investment program,The government's new economic strategy aims to boost growth and stability...,The government's new economic strategy aims to boost growth and stability......,tr,Bloomberg,2025-06-24 11:11:36.833391,https://example.com/article_306,sample
Turkish exports reach all-time high in quarterly results,Market analysts predict continued volatility in the coming weeks...,The government's new economic strategy aims to boost growth and stability......,en,Bloomberg,2025-06-24 08:37:36.833391,https://example.com/article_307,sample
Turkish Central Bank raises interest rates to combat inflation,International investors are closely watching Turkish economic developments...,Economic indicators show mixed signals for Turkish market outlook......,tr,BBC,2025-06-08 18:54:36.833391,https://example.com/article_308,sample
Inflation concerns grow as food prices surge in Turkey,International investors are closely watching Turkish economic developments...,Market analysts predict continued volatility in the coming weeks......,en,CNN,2025-06-18 23:12:36.833391,https://example.com/article_309,sample
Turkish exports reach all-time high in quarterly results,International investors are closely watching Turkish economic developments...,Economic indicators show mixed signals for Turkish market outlook......,tr,CNN,2025-06-20 06:33:36.833391,https://example.com/article_310,sample
New trade agreement signed between Turkey and EU,The government's new economic strategy aims to boost growth and stability...,Market analysts predict continued volatility in the coming weeks......,en,Reuters,2025-06-16 21:59:36.833391,https://example.com/article_311,sample
Currency volatility increases amid political uncertainty,Economic indicators show mixed signals for Turkish market outlook...,Policy makers are considering various options to stabilize the economy......,en,Anadolu Agency,2025-05-29 07:53:36.833391,https://example.com/article_312,sample
Central bank governor signals potential rate cuts ahead,The government's new economic strategy aims to boost growth and stability...,Market analysts predict continued volatility in the coming weeks......,en,Haberturk,2025-06-07 16:44:36.833391,https://example.com/article_313,sample
Turkish manufacturing sector expands for third consecutive month,Policy makers are considering various options to stabilize the economy...,Policy makers are considering various options to stabilize the economy......,tr,BBC,2025-06-01 18:41:36.833391,https://example.com/article_314,sample
Turkish banks report strong quarterly earnings,The government's new economic strategy aims to boost growth and stability...,The government's new economic strategy aims to boost growth and stability......,tr,Bloomberg,2025-06-22 13:02:36.833391,https://example.com/article_315,sample
Turkish economy shows signs of recovery in latest GDP data,International investors are closely watching Turkish economic developments...,Policy makers are considering various options to stabilize the economy......,en,Reuters,2025-06-08 19:22:36.833391,https://example.com/article_316,sample
Currency volatility increases amid political uncertainty,Policy makers are considering various options to stabilize the economy...,International investors are closely watching Turkish economic developments......,tr,Bloomberg,2025-06-22 15:48:36.833391,https://example.com/article_317,sample
Turkish economy shows signs of recovery in latest GDP data,International investors are closely watching Turkish economic developments...,Economic indicators show mixed signals for Turkish market outlook......,tr,Haberturk,2025-06-21 02:08:36.833391,https://example.com/article_318,sample
Geopolitical tensions affect Turkish financial markets,Market analysts predict continued volatility in the coming weeks...,The government's new economic strategy aims to boost growth and stability......,en,Anadolu Agency,2025-06-12 03:34:36.833391,https://example.com/article_319,sample
Central bank governor signals potential rate cuts ahead,International investors are closely watching Turkish economic developments...,Economic indicators show mixed signals for Turkish market outlook......,en,Reuters,2025-06-06 15:22:36.833391,https://example.com/article_320,sample
New trade agreement signed between Turkey and EU,Economic indicators show mixed signals for Turkish market outlook...,Economic indicators show mixed signals for Turkish market outlook......,tr,Hurriyet,2025-06-03 03:15:36.833391,https://example.com/article_321,sample
New trade agreement signed between Turkey and EU,Market analysts predict continued volatility in the coming weeks...,The government's new economic strategy aims to boost growth and stability......,en,Reuters,2025-06-17 21:34:36.833391,https://example.com/article_322,sample
Turkish Central Bank raises interest rates to combat inflation,International investors are closely watching Turkish economic developments...,Economic indicators show mixed signals for Turkish market outlook......,en,Haberturk,2025-06-05 02:06:36.833391,https://example.com/article_323,sample
Government announces infrastructure investment program,Policy makers are considering various options to stabilize the economy...,Policy makers are considering various options to stabilize the economy......,tr,Haberturk,2025-06-26 21:03:36.833391,https://example.com/article_324,sample
Turkish lira strengthens against dollar after policy announcement,Policy makers are considering various options to stabilize the economy...,International investors are closely watching Turkish economic developments......,en,Haberturk,2025-05-28 19:48:36.833391,https://example.com/article_325,sample
Turkish tourism industry bounces back strongly,International investors are closely watching Turkish economic developments...,The government's new economic strategy aims to boost growth and stability......,en,Bloomberg,2025-06-14 20:22:36.833391,https://example.com/article_326,sample
New trade agreement signed between Turkey and EU,The government's new economic strategy aims to boost growth and stability...,Policy makers are considering various options to stabilize the economy......,tr,CNN,2025-06-03 07:57:36.833391,https://example.com/article_327,sample
Turkish manufacturing sector expands for third consecutive month,Economic indicators show mixed signals for Turkish market outlook...,The government's new economic strategy aims to boost growth and stability......,tr,BBC,2025-06-21 03:57:36.833391,https://example.com/article_328,sample
Turkish banks report strong quarterly earnings,The government's new economic strategy aims to boost growth and stability...,The government's new economic strategy aims to boost growth and stability......,en,BBC,2025-06-26 03:26:36.833391,https://example.com/article_329,sample
Turkish lira strengthens against dollar after policy announcement,Economic indicators show mixed signals for Turkish market outlook...,Policy makers are considering various options to stabilize the economy......,tr,Reuters,2025-06-17 16:44:36.833391,https://example.com/article_330,sample
Turkish lira strengthens against dollar after policy announcement,International investors are closely watching Turkish economic developments...,Policy makers are considering various options to stabilize the economy......,tr,BBC,2025-06-11 17:17:36.833391,https://example.com/article_331,sample
Inflation concerns grow as food prices surge in Turkey,Economic indicators show mixed signals for Turkish market outlook...,Economic indicators show mixed signals for Turkish market outlook......,en,Anadolu Agency,2025-06-01 18:10:36.833391,https://example.com/article_332,sample
Turkish tourism industry bounces back strongly,Economic indicators show mixed signals for Turkish market outlook...,Market analysts predict continued volatility in the coming weeks......,tr,Hurriyet,2025-06-18 22:35:36.833391,https://example.com/article_333,sample
Turkish manufacturing sector expands for third consecutive month,Market analysts predict continued volatility in the coming weeks...,Market analysts predict continued volatility in the coming weeks......,en,CNN,2025-06-12 22:15:36.833391,https://example.com/article_334,sample
Turkish banks report strong quarterly earnings,Economic indicators show mixed signals for Turkish market outlook...,Policy makers are considering various options to stabilize the economy......,tr,Reuters,2025-06-19 14:27:36.833391,https://example.com/article_335,sample
New trade agreement signed between Turkey and EU,Economic indicators show mixed signals for Turkish market outlook...,International investors are closely watching Turkish economic developments......,en,Anadolu Agency,2025-06-14 09:24:36.833391,https://example.com/article_336,sample
Turkish Central Bank raises interest rates to combat inflation,The government's new economic strategy aims to boost growth and stability...,Policy makers are considering various options to stabilize the economy......,tr,CNN,2025-06-07 09:29:36.833391,https://example.com/article_337,sample
Istanbul stock exchange hits new record high,International investors are closely watching Turkish economic developments...,Market analysts predict continued volatility in the coming weeks......,en,Anadolu Agency,2025-06-12 07:50:36.833391,https://example.com/article_338,sample
Turkish tourism industry bounces back strongly,Economic indicators show mixed signals for Turkish market outlook...,Policy makers are considering various options to stabilize the economy......,tr,Haberturk,2025-06-18 00:27:36.833391,https://example.com/article_339,sample
Turkish manufacturing sector expands for third consecutive month,Economic indicators show mixed signals for Turkish market outlook...,Policy makers are considering various options to stabilize the economy......,tr,Hurriyet,2025-05-30 10:52:36.833391,https://example.com/article_340,sample
Central bank governor signals potential rate cuts ahead,Economic indicators show mixed signals for Turkish market outlook...,Economic indicators show mixed signals for Turkish market outlook......,tr,Haberturk,2025-06-24 12:43:36.833391,https://example.com/article_341,sample
Turkish exports reach all-time high in quarterly results,International investors are closely watching Turkish economic developments...,Market analysts predict continued volatility in the coming weeks......,tr,BBC,2025-06-04 23:38:36.833391,https://example.com/article_342,sample
Central bank governor signals potential rate cuts ahead,Economic indicators show mixed signals for Turkish market outlook...,Policy makers are considering various options to stabilize the economy......,en,Hurriyet,2025-06-07 07:55:36.833391,https://example.com/article_343,sample
Istanbul stock exchange hits new record high,Policy makers are considering various options to stabilize the economy...,Policy makers are considering various options to stabilize the economy......,en,Haberturk,2025-06-25 00:50:36.833391,https://example.com/article_344,sample
Turkish banks report strong quarterly earnings,International investors are closely watching Turkish economic developments...,Policy makers are considering various options to stabilize the economy......,en,BBC,2025-06-04 15:51:36.833391,https://example.com/article_345,sample
Geopolitical tensions affect Turkish financial markets,Market analysts predict continued volatility in the coming weeks...,The government's new economic strategy aims to boost growth and stability......,en,Anadolu Agency,2025-06-03 22:05:36.833391,https://example.com/article_346,sample
Turkish tourism industry bounces back strongly,Economic indicators show mixed signals for Turkish market outlook...,The government's new economic strategy aims to boost growth and stability......,tr,CNN,2025-06-23 06:51:36.833391,https://example.com/article_347,sample
Turkish economy shows signs of recovery in latest GDP data,Policy makers are considering various options to stabilize the economy...,Policy makers are considering various options to stabilize the economy......,en,Bloomberg,2025-06-26 20:45:36.833391,https://example.com/article_348,sample
Turkish manufacturing sector expands for third consecutive month,Policy makers are considering various options to stabilize the economy...,The government's new economic strategy aims to boost growth and stability......,en,Reuters,2025-05-31 00:20:36.833391,https://example.com/article_349,sample
Erdogan announces new economic reform package,Economic indicators show mixed signals for Turkish market outlook...,Policy makers are considering various options to stabilize the economy......,en,CNN,2025-06-11 13:29:36.833391,https://example.com/article_350,sample
Turkish tourism industry bounces back strongly,Market analysts predict continued volatility in the coming weeks...,Policy makers are considering various options to stabilize the economy......,en,Bloomberg,2025-06-07 06:39:36.833391,https://example.com/article_351,sample
Turkish Central Bank raises interest rates to combat inflation,Market analysts predict continued volatility in the coming weeks...,Economic indicators show mixed signals for Turkish market outlook......,tr,Bloomberg,2025-06-26 09:08:36.833391,https://example.com/article_352,sample
Currency volatility increases amid political uncertainty,Policy makers are considering various options to stabilize the economy...,Economic indicators show mixed signals for Turkish market outlook......,en,Anadolu Agency,2025-06-21 05:00:36.833391,https://example.com/article_353,sample
Turkish economy shows signs of recovery in latest GDP data,Economic indicators show mixed signals for Turkish market outlook...,Economic indicators show mixed signals for Turkish market outlook......,en,Reuters,2025-06-24 13:26:36.833391,https://example.com/article_354,sample
Currency volatility increases amid political uncertainty,The government's new economic strategy aims to boost growth and stability...,Market analysts predict continued volatility in the coming weeks......,en,Bloomberg,2025-06-22 12:30:36.833391,https://example.com/article_355,sample
Turkish exports reach all-time high in quarterly results,The government's new economic strategy aims to boost growth and stability...,The government's new economic strategy aims to boost growth and stability......,tr,Anadolu Agency,2025-06-04 06:40:36.833391,https://example.com/article_356,sample
Turkish banks report strong quarterly earnings,The government's new economic strategy aims to boost growth and stability...,Market analysts predict continued volatility in the coming weeks......,en,Reuters,2025-06-09 11:22:36.833391,https://example.com/article_357,sample
Turkish tourism industry bounces back strongly,Policy makers are considering various options to stabilize the economy...,Policy makers are considering various options to stabilize the economy......,tr,Reuters,2025-06-06 05:56:36.833391,https://example.com/article_358,sample
New trade agreement signed between Turkey and EU,International investors are closely watching Turkish economic developments...,International investors are closely watching Turkish economic developments......,en,Bloomberg,2025-06-15 09:11:36.833391,https://example.com/article_359,sample
Turkish lira strengthens against dollar after policy announcement,Market analysts predict continued volatility in the coming weeks...,International investors are closely watching Turkish economic developments......,tr,BBC,2025-06-12 05:36:36.833391,https://example.com/article_360,sample
New trade agreement signed between Turkey and EU,Economic indicators show mixed signals for Turkish market outlook...,Economic indicators show mixed signals for Turkish market outlook......,en,Hurriyet,2025-06-20 19:55:36.833391,https://example.com/article_361,sample
Istanbul stock exchange hits new record high,Economic indicators show mixed signals for Turkish market outlook...,Policy makers are considering various options to stabilize the economy......,tr,Anadolu Agency,2025-06-26 18:33:36.833391,https://example.com/article_362,sample
Government announces infrastructure investment program,Market analysts predict continued volatility in the coming weeks...,Economic indicators show mixed signals for Turkish market outlook......,en,BBC,2025-05-30 01:03:36.833391,https://example.com/article_363,sample
Inflation concerns grow as food prices surge in Turkey,The government's new economic strategy aims to boost growth and stability...,Economic indicators show mixed signals for Turkish market outlook......,en,Anadolu Agency,2025-06-01 23:32:36.833391,https://example.com/article_364,sample
Turkish lira strengthens against dollar after policy announcement,International investors are closely watching Turkish economic developments...,The government's new economic strategy aims to boost growth and stability......,tr,Bloomberg,2025-06-10 10:00:36.833391,https://example.com/article_365,sample
Turkish exports reach all-time high in quarterly results,Policy makers are considering various options to stabilize the economy...,International investors are closely watching Turkish economic developments......,en,Hurriyet,2025-06-10 07:20:36.833391,https://example.com/article_366,sample
Turkish Central Bank raises interest rates to combat inflation,The government's new economic strategy aims to boost growth and stability...,Policy makers are considering various options to stabilize the economy......,en,Haberturk,2025-06-22 07:20:36.833391,https://example.com/article_367,sample
Erdogan announces new economic reform package,Market analysts predict continued volatility in the coming weeks...,Economic indicators show mixed signals for Turkish market outlook......,tr,Anadolu Agency,2025-06-14 07:14:36.833391,https://example.com/article_368,sample
Istanbul stock exchange hits new record high,The government's new economic strategy aims to boost growth and stability...,Market analysts predict continued volatility in the coming weeks......,en,Reuters,2025-06-23 06:15:36.833391,https://example.com/article_369,sample
Istanbul stock exchange hits new record high,Economic indicators show mixed signals for Turkish market outlook...,Policy makers are considering various options to stabilize the economy......,en,Reuters,2025-06-05 05:50:36.833391,https://example.com/article_370,sample
Currency volatility increases amid political uncertainty,International investors are closely watching Turkish economic developments...,Market analysts predict continued volatility in the coming weeks......,en,Anadolu Agency,2025-06-01 00:23:36.833391,https://example.com/article_371,sample
Inflation concerns grow as food prices surge in Turkey,Market analysts predict continued volatility in the coming weeks...,The government's new economic strategy aims to boost growth and stability......,tr,BBC,2025-06-11 03:36:36.833391,https://example.com/article_372,sample
Turkish banks report strong quarterly earnings,Policy makers are considering various options to stabilize the economy...,International investors are closely watching Turkish economic developments......,en,Haberturk,2025-05-31 18:39:36.833391,https://example.com/article_373,sample
Government announces infrastructure investment program,Economic indicators show mixed signals for Turkish market outlook...,Policy makers are considering various options to stabilize the economy......,en,Hurriyet,2025-06-17 14:16:36.833391,https://example.com/article_374,sample
Geopolitical tensions affect Turkish financial markets,International investors are closely watching Turkish economic developments...,Market analysts predict continued volatility in the coming weeks......,en,BBC,2025-06-21 10:00:36.833391,https://example.com/article_375,sample
Geopolitical tensions affect Turkish financial markets,Market analysts predict continued volatility in the coming weeks...,International investors are closely watching Turkish economic developments......,en,Hurriyet,2025-06-16 13:27:36.833391,https://example.com/article_376,sample
Currency volatility increases amid political uncertainty,The government's new economic strategy aims to boost growth and stability...,Policy makers are considering various options to stabilize the economy......,en,CNN,2025-06-02 17:12:36.833391,https://example.com/article_377,sample
Turkish lira strengthens against dollar after policy announcement,International investors are closely watching Turkish economic developments...,The government's new economic strategy aims to boost growth and stability......,en,Haberturk,2025-05-30 08:05:36.833391,https://example.com/article_378,sample
Turkish manufacturing sector expands for third consecutive month,Market analysts predict continued volatility in the coming weeks...,The government's new economic strategy aims to boost growth and stability......,tr,Haberturk,2025-06-20 01:59:36.833391,https://example.com/article_379,sample
Central bank governor signals potential rate cuts ahead,Policy makers are considering various options to stabilize the economy...,Policy makers are considering various options to stabilize the economy......,tr,Bloomberg,2025-06-19 16:07:36.833391,https://example.com/article_380,sample
Government announces infrastructure investment program,Market analysts predict continued volatility in the coming weeks...,Market analysts predict continued volatility in the coming weeks......,en,Hurriyet,2025-06-04 11:48:36.833391,https://example.com/article_381,sample
Istanbul stock exchange hits new record high,Economic indicators show mixed signals for Turkish market outlook...,Policy makers are considering various options to stabilize the economy......,en,Hurriyet,2025-06-16 22:48:36.833391,https://example.com/article_382,sample
Turkish manufacturing sector expands for third consecutive month,International investors are closely watching Turkish economic developments...,Policy makers are considering various options to stabilize the economy......,en,Bloomberg,2025-06-02 05:07:36.833391,https://example.com/article_383,sample
Turkish Central Bank raises interest rates to combat inflation,Market analysts predict continued volatility in the coming weeks...,International investors are closely watching Turkish economic developments......,en,Reuters,2025-06-01 04:49:36.833391,https://example.com/article_384,sample
Turkish tourism industry bounces back strongly,The government's new economic strategy aims to boost growth and stability...,Policy makers are considering various options to stabilize the economy......,tr,CNN,2025-06-23 18:05:36.833391,https://example.com/article_385,sample
Turkish manufacturing sector expands for third consecutive month,Policy makers are considering various options to stabilize the economy...,Policy makers are considering various options to stabilize the economy......,tr,Haberturk,2025-06-25 16:42:36.833391,https://example.com/article_386,sample
Inflation concerns grow as food prices surge in Turkey,Policy makers are considering various options to stabilize the economy...,International investors are closely watching Turkish economic developments......,tr,Bloomberg,2025-06-12 18:27:36.833391,https://example.com/article_387,sample
Geopolitical tensions affect Turkish financial markets,Market analysts predict continued volatility in the coming weeks...,International investors are closely watching Turkish economic developments......,tr,Bloomberg,2025-06-06 19:09:36.833391,https://example.com/article_388,sample
Government announces infrastructure investment program,Market analysts predict continued volatility in the coming weeks...,Economic indicators show mixed signals for Turkish market outlook......,tr,Haberturk,2025-06-01 23:00:36.833391,https://example.com/article_389,sample
Turkish lira strengthens against dollar after policy announcement,Economic indicators show mixed signals for Turkish market outlook...,International investors are closely watching Turkish economic developments......,tr,Reuters,2025-06-19 08:05:36.833391,https://example.com/article_390,sample
Turkish tourism industry bounces back strongly,Economic indicators show mixed signals for Turkish market outlook...,The government's new economic strategy aims to boost growth and stability......,en,Haberturk,2025-06-23 05:12:36.833391,https://example.com/article_391,sample
Erdogan announces new economic reform package,The government's new economic strategy aims to boost growth and stability...,Economic indicators show mixed signals for Turkish market outlook......,tr,Hurriyet,2025-06-03 02:15:36.833391,https://example.com/article_392,sample
Turkish banks report strong quarterly earnings,Economic indicators show mixed signals for Turkish market outlook...,Economic indicators show mixed signals for Turkish market outlook......,tr,CNN,2025-06-26 03:33:36.833391,https://example.com/article_393,sample
Currency volatility increases amid political uncertainty,Market analysts predict continued volatility in the coming weeks...,Policy makers are considering various options to stabilize the economy......,tr,Hurriyet,2025-06-04 07:33:36.833391,https://example.com/article_394,sample
Geopolitical tensions affect Turkish financial markets,Economic indicators show mixed signals for Turkish market outlook...,Economic indicators show mixed signals for Turkish market outlook......,tr,CNN,2025-06-11 22:35:36.833391,https://example.com/article_395,sample
Geopolitical tensions affect Turkish financial markets,Policy makers are considering various options to stabilize the economy...,Economic indicators show mixed signals for Turkish market outlook......,en,Bloomberg,2025-06-19 00:28:36.833391,https://example.com/article_396,sample
Istanbul stock exchange hits new record high,Market analysts predict continued volatility in the coming weeks...,International investors are closely watching Turkish economic developments......,en,Hurriyet,2025-06-20 08:25:36.833391,https://example.com/article_397,sample
Central bank governor signals potential rate cuts ahead,Market analysts predict continued volatility in the coming weeks...,Policy makers are considering various options to stabilize the economy......,tr,BBC,2025-06-20 05:12:36.833391,https://example.com/article_398,sample
Geopolitical tensions affect Turkish financial markets,Economic indicators show mixed signals for Turkish market outlook...,The government's new economic strategy aims to boost growth and stability......,tr,Haberturk,2025-06-16 06:30:36.833391,https://example.com/article_399,sample
Turkish exports reach all-time high in quarterly results,Market analysts predict continued volatility in the coming weeks...,Policy makers are considering various options to stabilize the economy......,tr,BBC,2025-06-20 01:08:36.833391,https://example.com/article_400,sample
New trade agreement signed between Turkey and EU,The government's new economic strategy aims to boost growth and stability...,International investors are closely watching Turkish economic developments......,en,Anadolu Agency,2025-06-01 07:01:36.833391,https://example.com/article_401,sample
Geopolitical tensions affect Turkish financial markets,The government's new economic strategy aims to boost growth and stability...,International investors are closely watching Turkish economic developments......,tr,Haberturk,2025-06-19 23:53:36.833391,https://example.com/article_402,sample
Government announces infrastructure investment program,Policy makers are considering various options to stabilize the economy...,International investors are closely watching Turkish economic developments......,en,Haberturk,2025-06-26 04:57:36.833391,https://example.com/article_403,sample
Erdogan announces new economic reform package,International investors are closely watching Turkish economic developments...,Market analysts predict continued volatility in the coming weeks......,tr,Reuters,2025-06-14 09:21:36.833391,https://example.com/article_404,sample
Turkish manufacturing sector expands for third consecutive month,Economic indicators show mixed signals for Turkish market outlook...,The government's new economic strategy aims to boost growth and stability......,tr,Haberturk,2025-06-26 05:51:36.833391,https://example.com/article_405,sample
Turkish exports reach all-time high in quarterly results,Market analysts predict continued volatility in the coming weeks...,International investors are closely watching Turkish economic developments......,en,Reuters,2025-06-22 06:02:36.833391,https://example.com/article_406,sample
Geopolitical tensions affect Turkish financial markets,Policy makers are considering various options to stabilize the economy...,The government's new economic strategy aims to boost growth and stability......,tr,CNN,2025-05-30 21:58:36.833391,https://example.com/article_407,sample
Turkish manufacturing sector expands for third consecutive month,International investors are closely watching Turkish economic developments...,Policy makers are considering various options to stabilize the economy......,tr,Anadolu Agency,2025-06-10 15:07:36.833391,https://example.com/article_408,sample
Turkish lira strengthens against dollar after policy announcement,The government's new economic strategy aims to boost growth and stability...,Market analysts predict continued volatility in the coming weeks......,tr,Hurriyet,2025-06-06 19:35:36.833391,https://example.com/article_409,sample
Turkish banks report strong quarterly earnings,The government's new economic strategy aims to boost growth and stability...,Market analysts predict continued volatility in the coming weeks......,en,Reuters,2025-05-30 04:20:36.833391,https://example.com/article_410,sample
Turkish Central Bank raises interest rates to combat inflation,International investors are closely watching Turkish economic developments...,The government's new economic strategy aims to boost growth and stability......,tr,Anadolu Agency,2025-05-31 17:11:36.833391,https://example.com/article_411,sample
Turkish tourism industry bounces back strongly,Policy makers are considering various options to stabilize the economy...,International investors are closely watching Turkish economic developments......,en,BBC,2025-06-12 08:56:36.833391,https://example.com/article_412,sample
Turkish lira strengthens against dollar after policy announcement,Policy makers are considering various options to stabilize the economy...,Economic indicators show mixed signals for Turkish market outlook......,tr,Bloomberg,2025-05-27 09:56:36.833391,https://example.com/article_413,sample
Erdogan announces new economic reform package,Economic indicators show mixed signals for Turkish market outlook...,International investors are closely watching Turkish economic developments......,tr,Hurriyet,2025-06-06 02:54:36.833391,https://example.com/article_414,sample
Istanbul stock exchange hits new record high,Market analysts predict continued volatility in the coming weeks...,International investors are closely watching Turkish economic developments......,tr,BBC,2025-06-17 07:27:36.833391,https://example.com/article_415,sample
Currency volatility increases amid political uncertainty,Market analysts predict continued volatility in the coming weeks...,Policy makers are considering various options to stabilize the economy......,tr,BBC,2025-06-02 02:05:36.833391,https://example.com/article_416,sample
Government announces infrastructure investment program,Economic indicators show mixed signals for Turkish market outlook...,Economic indicators show mixed signals for Turkish market outlook......,tr,Reuters,2025-06-10 23:58:36.833391,https://example.com/article_417,sample
Turkish lira strengthens against dollar after policy announcement,The government's new economic strategy aims to boost growth and stability...,International investors are closely watching Turkish economic developments......,tr,Hurriyet,2025-05-31 08:28:36.833391,https://example.com/article_418,sample
Turkish economy shows signs of recovery in latest GDP data,Policy makers are considering various options to stabilize the economy...,Market analysts predict continued volatility in the coming weeks......,en,CNN,2025-06-19 11:54:36.833391,https://example.com/article_419,sample
Currency volatility increases amid political uncertainty,Economic indicators show mixed signals for Turkish market outlook...,International investors are closely watching Turkish economic developments......,tr,Bloomberg,2025-05-31 17:24:36.833391,https://example.com/article_420,sample
Inflation concerns grow as food prices surge in Turkey,Economic indicators show mixed signals for Turkish market outlook...,International investors are closely watching Turkish economic developments......,en,CNN,2025-06-13 22:13:36.833391,https://example.com/article_421,sample
Government announces infrastructure investment program,Market analysts predict continued volatility in the coming weeks...,The government's new economic strategy aims to boost growth and stability......,en,Hurriyet,2025-06-02 23:29:36.833391,https://example.com/article_422,sample
New trade agreement signed between Turkey and EU,International investors are closely watching Turkish economic developments...,International investors are closely watching Turkish economic developments......,en,Reuters,2025-06-19 22:59:36.833391,https://example.com/article_423,sample
Turkish tourism industry bounces back strongly,International investors are closely watching Turkish economic developments...,The government's new economic strategy aims to boost growth and stability......,tr,Bloomberg,2025-06-02 08:50:36.833391,https://example.com/article_424,sample
Turkish tourism industry bounces back strongly,Market analysts predict continued volatility in the coming weeks...,Policy makers are considering various options to stabilize the economy......,en,Hurriyet,2025-05-30 04:56:36.833391,https://example.com/article_425,sample
Turkish Central Bank raises interest rates to combat inflation,Economic indicators show mixed signals for Turkish market outlook...,Economic indicators show mixed signals for Turkish market outlook......,tr,CNN,2025-06-04 07:27:36.833391,https://example.com/article_426,sample
Turkish manufacturing sector expands for third consecutive month,Market analysts predict continued volatility in the coming weeks...,International investors are closely watching Turkish economic developments......,tr,Hurriyet,2025-06-02 10:05:36.833391,https://example.com/article_427,sample
Government announces infrastructure investment program,Economic indicators show mixed signals for Turkish market outlook...,Market analysts predict continued volatility in the coming weeks......,en,CNN,2025-06-02 08:42:36.833391,https://example.com/article_428,sample
